age,children,dependents,count,income,balance,score,salary
22,2,1,9,65529.67586376264,47960.19181389732,727.2100307486148,77190.73046386702
48,0,0,2,45285.761553579345,6029.057674910561,826.3177898053042,59325.96858256188
49,4,2,6,93903.18950230074,3881.0239982425537,570.9057063644573,61862.67026441328
58,0,2,8,33315.51460518454,3679.822971424279,405.6731018141378,29355.22020138891
37,0,0,3,113484.82804847782,29757.196630027775,424.1321367329201,56248.23682262227
30,1,2,8,64532.64624557518,2751.5743710435786,300.6590714696428,38617.00144144107
57,1,0,8,79667.86970540063,17821.718908480125,833.7518822941066,65417.72414800397
59,3,2,3,66463.2138148292,42581.03324283559,614.8951693048754,66402.82191586998
20,0,1,4,62851.42070695466,6433.948876378199,325.50299791291263,39878.52947305327
48,2,2,3,118462.04538251655,45797.05382538627,449.22087200618824,69738.3288248859
29,1,1,3,80645.45960261772,23459.344204827852,453.6725318012185,55192.29761486943
47,3,2,5,109280.38503037396,31119.64354880411,641.954800977908,79903.42606212533
50,4,1,7,47522.03190367296,46551.59650707178,559.2688938483161,44316.4439958514
38,4,2,2,78788.0300626758,14627.84202355759,640.6940406968115,56345.19561274231
22,3,1,3,73720.97749128385,47680.105104830465,503.14802167591426,53783.18350803976
55,4,2,9,65116.15112386546,44677.90681940959,754.503282160895,69661.76504855842
34,0,0,3,74195.52261909579,40555.799871436604,765.2088859690726,66455.51170418083
52,1,2,6,51757.986354204666,1310.3074530073486,681.9892608050259,51679.16525961522
45,2,1,6,101391.87485101266,34269.32122264216,819.2106704947978,86626.34455992344
35,4,0,5,84668.49790716135,40515.65559923374,348.1962667473072,56376.84895961545
55,0,0,6,40689.18727852731,20242.58331395128,477.799389188873,42882.499114184626
52,1,1,2,73579.39853557642,49729.61259325344,496.7289782934952,63674.15017489603
39,0,0,7,114904.54158839528,10766.239319046126,414.8244873340089,56164.8945295594
32,0,1,4,114595.77958444906,41151.83050071725,825.7129920392042,78893.02687546288
52,1,0,5,119084.47042584779,28852.651127172696,641.3083445600428,69226.74783492717
24,4,2,6,49921.264009662904,23267.452560117265,571.5917996071146,51260.872758015124
56,4,1,4,102309.95673616254,39010.340041177704,423.5201770739377,69011.33569224789
33,0,0,9,83335.15705481064,10836.493319624287,565.9869775038466,51741.56635818806
46,3,0,6,99395.53349611034,10491.531753918482,768.2897449010086,81071.58110610952
42,4,1,4,88347.31498669404,22452.756697096065,473.7250716948485,59114.70184540879
33,0,1,7,51453.446146619484,34338.23677427043,316.97778572155784,33849.91432758749
59,2,1,7,38364.013384903556,34711.62173834946,705.7129105314662,49705.81401061767
23,2,0,4,73965.099044223,5073.140585783726,805.7446252367653,65733.86171980256
58,3,0,1,64809.671939220156,19574.924656891322,311.29738648556565,44042.85805996627
38,0,2,5,67172.12853977349,1961.4996248116347,848.3203239307638,69645.4746111366
23,2,1,4,82160.49871032665,31598.955072644145,798.4490755479562,79108.74995541686
49,4,2,2,99200.97252762123,19985.93409326678,677.4752302023413,74759.2248248864
38,0,1,9,95385.2173216072,31535.92966608563,606.7593623420671,59135.22176448789
50,3,0,5,72936.0528594249,7560.243143611295,363.28607809669603,39995.54922737347
50,3,1,2,77847.68730437156,33878.68938030744,406.6840786113604,50982.41948079289
28,4,2,3,82412.06302853525,24951.049666026305,443.06037034079964,67212.92196663393
32,2,2,2,98212.83177400632,42124.177661301415,750.6587618957894,80373.172743611
33,2,0,2,109266.93725931676,38835.97961998435,800.3051354879345,82328.44363850032
29,3,2,1,77403.2463703001,48143.97387686017,430.95240994695075,57975.691425955454
50,1,2,3,107687.54407003742,16246.44137507526,730.0267084582457,76320.03345591587
56,3,0,2,114055.7592677811,43103.6332463851,325.57328290393514,67831.1558909723
42,3,2,6,47905.03143954595,40808.541380373346,414.6594043265011,49022.95437072401
46,0,0,6,71927.90737551756,4801.071096025824,361.80635010937823,36204.239230747145
25,4,0,4,59702.644197326605,32714.44493994856,505.5715585483615,54515.8563524198
45,0,2,8,42707.61696296665,8400.620257660335,799.5770906638629,53987.92714102472
21,3,0,7,53776.49589172823,34257.684019852655,411.467596384537,43079.478992851065
32,0,1,2,67037.08860117834,46436.934484144556,321.554480384815,45019.684075183046
38,2,0,1,76795.2986289018,9295.951131170923,816.316800504827,70152.72909964804
20,3,2,5,76225.85683722918,10497.907518290385,755.7794571624597,61105.995751953895
59,2,1,5,59603.55245201827,26116.81088705164,641.7918910681065,63480.74191964863
51,2,1,6,115732.36800469673,10643.614593881664,320.90010247132847,41012.49086114056
41,4,1,3,34711.0929041978,31846.574237107157,749.3478249265111,57279.07442701147
48,2,1,2,98811.07619028952,14631.897497663758,369.88902955110933,54324.43409891352
21,0,0,4,112896.75941274736,38510.74070171001,584.9754057812358,73621.74650267354
59,0,0,8,99416.68761322145,36714.34972623855,321.69932209378857,65497.95857252809
57,1,0,1,41325.889208821776,30175.619215532926,804.6092545727696,56343.22966917321
30,4,2,7,108220.61366118105,24725.5825598789,338.9768783151104,57497.377744119585
36,1,2,2,57093.398216022135,39774.36263409634,426.16076023240794,47476.78573538503
27,2,1,3,51604.80875290152,2852.7222615532246,521.7915267472961,42534.26238106485
41,3,2,2,114779.82856520444,27573.164671426715,451.8718595922769,74664.74708222141
23,0,0,3,74975.1441447697,49404.69603492745,561.4212338563882,62480.437916143266
30,3,0,3,70002.75569501269,33692.026927715924,828.8183194996203,74892.0105680908
27,1,0,5,52551.733441890305,4390.625770743496,408.65309267669716,32805.08397677082
28,1,0,5,77058.07849423116,27137.045592849914,516.7462427815215,52137.514818847296
45,0,0,3,74561.47269535536,12755.289030558615,426.3407451017415,40314.46007138606
21,1,1,7,61717.93382220072,40336.75602985359,805.0838627382908,66785.52026901631
35,3,0,6,60377.728437452824,20977.60735822639,820.285501059779,61274.85386938248
50,1,0,9,54348.12837229797,41654.3614370603,681.5844527914583,51739.79448265422
25,3,0,4,95644.80551391563,7002.494671516622,743.3436740635236,67126.25995745654
40,2,1,1,109371.12055220014,13466.531554449928,450.5295377851325,55728.749095451094
45,4,0,7,83839.0034524959,39445.19791431984,479.8120793226375,62081.86066618444
38,0,2,6,78408.50972705394,11747.760876990931,540.9973070701087,46578.40419831371
47,1,1,5,97098.83144607178,25385.261085742095,463.1085598003987,52838.982485341214
27,0,1,4,81958.9784625905,38303.58155515666,434.1879615990732,58535.28648567203
33,1,0,5,57815.54599849069,7721.644484075451,387.71126352897875,35759.37366831759
43,2,0,6,69103.71086136655,8845.67681280442,757.5921136239458,63074.87996075074
56,3,0,5,66672.96539086709,23724.157471802057,652.5206810955497,56926.83543416632
45,0,1,1,67519.3366408379,28323.922415917106,341.17642142003865,44107.93436919736
50,2,1,3,84286.12567470726,10658.707600260384,493.34381259709477,63312.245342295086
51,2,2,4,77883.1517921099,39053.51307528222,646.3992136695935,68095.1781390962
21,4,0,2,33815.64674515005,31765.60971276359,438.06329888402036,39974.88454569802
44,2,0,7,38366.46683826246,33094.51431930769,802.9067761751298,59549.706715745604
21,4,0,1,30281.984073517488,25136.612966542914,847.6760500820478,67921.05742079113
20,2,1,9,110506.29372723616,42182.26200346901,819.272907910186,74758.63608003051
55,3,1,7,65278.62938938237,7041.4016565674565,481.87653929461214,44976.20871664043
31,2,1,8,72202.09589639264,22950.001802352366,520.3616828503383,56674.60538338167
28,3,1,4,31786.08483639346,10849.768722301851,624.053260937794,44158.28361168841
55,1,1,6,66588.34833610928,41618.48304480914,681.7994712146813,57919.34246284159
47,2,2,9,90836.82334050478,43193.47772208201,555.5595810503239,59958.35368080708
57,2,1,5,52998.87451857409,7850.8588774411755,658.9975556818508,51234.34920699284
52,1,1,5,87917.11292847687,18221.623345927947,344.0730149700589,47742.34511809924
41,4,2,6,37214.71213511532,18134.38859117267,614.4093080896002,58627.97845015634
44,3,1,8,78189.16094649574,16607.785149859174,423.0826492607475,52271.04767459982
37,1,2,4,117712.48696420203,27197.347959032366,819.4066957048345,87151.16913481698
25,1,0,4,115783.11286714471,25595.027453291816,782.5384792806681,77180.2825229758
37,0,2,5,103471.13103478531,46522.371137846785,738.8453267551026,75358.34854541691
35,1,0,8,72475.08493427627,14544.730443182145,796.9225119845123,61763.4144698026
34,4,2,8,31643.285352280418,47083.97444013656,607.2616990580818,59965.09908487811
27,4,0,4,82037.18879966627,17053.30381861834,353.3701694625735,48266.078771972025
32,4,2,4,38395.48242609045,21218.57943750877,837.5109288536122,56816.65386154048
26,3,0,8,48962.953997160264,19622.08922112393,496.304810467372,44982.64128320304
36,3,1,5,83939.02171569952,34457.43512686355,407.5210838575126,56468.96137721779
51,2,2,2,65037.66479408894,17543.52729436071,453.69455694644785,50319.244435336695
41,1,1,6,40923.92455673372,26602.218266047043,661.2283124808549,49300.9689150591
32,4,2,3,48633.87437884834,4796.751005701248,842.9641509980349,67648.4359131971
42,1,1,5,58752.99016117322,37699.385821874865,638.0856733507271,51755.67576212805
48,2,0,8,107615.21006507118,20569.456799691492,653.1617145174131,77398.22459934796
41,2,0,2,113901.62431529355,34910.41147022378,556.7080976634463,69085.23219844048
20,4,0,1,119356.3713497313,38247.112038539126,354.5150083676904,64344.59528865464
48,1,1,1,107058.41952636285,33183.91839024825,538.4697446545367,60503.88034783324
24,2,2,1,116930.15645922857,40493.90173364453,572.7372591859014,78860.07057772182
54,0,1,6,76834.04077074585,45564.893480240564,590.8158592830142,71745.79596069992
29,3,2,7,75935.60486964034,17186.01029888441,583.5445719552131,57239.68966976494
38,1,0,6,65312.98223987313,18970.487714790226,573.3783995400855,57900.55199366531
56,4,2,4,57099.70333157228,25676.220357155747,748.0378200414642,61845.221735123385
26,2,0,2,89003.07450468132,37558.964190647195,598.7734077191955,59885.46305225946
54,2,0,8,101747.8995507629,42138.54277295694,750.860575309923,77401.43052013135
32,2,1,9,117436.31483025431,24017.541602658646,792.2313609521555,81359.00278619298
29,3,1,3,87053.36145448436,41042.0563291114,677.1179876479448,65139.512670677796
21,1,0,5,100111.70000668116,36298.85498283651,829.2201133908064,78285.28349309805
25,2,0,8,57559.39517443057,11520.620365809837,430.9703607334165,32297.413294511236
27,3,2,7,58961.50855746103,41343.244534963465,694.5830169281439,60405.609603678684
55,0,0,5,32885.93710227265,33356.75997040649,451.6189261411156,30584.14216183694
44,1,2,2,76538.27300272752,41202.867162886425,557.1727078622398,58418.040979874146
59,4,1,6,87798.53017320311,4715.593129719313,725.8593982894602,63595.44999341634
26,1,0,1,70516.44983422688,15331.391964495946,626.7578675073246,57582.20605689916
42,2,1,7,58314.252632810894,43799.20384333326,658.0617381324226,59330.19416091732
38,4,2,9,101629.42974967981,21425.574943500884,590.044496940026,71445.2086242183
41,1,2,5,87839.57827166545,48852.239348295385,341.74378626090305,55927.24440867379
32,4,0,8,116852.38911081315,32034.719791415086,708.6092786249642,80112.32764364607
40,1,0,1,65036.61931469957,13857.050166926922,393.5704439757842,50399.89628309922
20,0,0,4,112851.82981723796,5164.200635586775,762.7556992717796,71635.4170038354
38,0,2,2,114893.27057490581,39745.98156941037,470.0506303812042,72869.64461699221
52,0,1,9,100861.50068667174,30765.06132858317,818.1372266592681,85030.70327099206
23,1,0,3,85154.7864249663,2648.1524365284786,529.7955714917205,47982.31313246164
22,4,1,3,83977.75612981702,10161.563843220738,528.1655371235054,62933.08697651048
46,0,0,1,117133.27186144047,9533.622622230298,610.0644657883572,66201.36778589118
54,3,1,6,69856.93792653468,47868.104149893756,837.1902304646494,69860.2270174027
47,3,2,6,73117.43493748645,46110.5265821654,535.9492320739547,64362.96792529968
25,0,0,3,113722.83194264093,4317.382591343452,744.3854145960647,70120.4312621179
25,0,2,8,112193.65376637239,37673.631121415514,593.5350061296475,72911.5097756437
42,2,2,5,57175.152153639414,32443.694050641876,305.5567801199408,39453.33214710278
52,3,1,7,99538.93276530792,23710.42107927045,727.5943950312292,74018.97111799715
35,3,1,9,78184.74388200144,39603.15496359767,636.8590824096389,69283.16389781778
43,0,2,4,93418.76783165746,22546.880243108193,362.3370325956708,48692.346862276085
24,2,0,1,78622.20634098382,45405.59624279681,617.8847688837654,74973.63668281857
32,4,1,2,63796.875540961984,2868.673410957227,717.3495748366156,58759.74927393262
31,2,2,4,47097.28926909556,40546.91818102135,413.86640798499775,46315.317854096014
24,2,2,3,58980.024238507576,6433.521600961011,412.3011843048718,30460.174063706814
56,3,2,4,37495.9861449941,45368.45269190451,321.78350208692075,44808.98905647759
50,0,0,3,54014.460613707546,20666.27405453451,609.836824418694,51792.782970965185
47,0,1,8,70732.13971283233,27084.904731460218,398.3920240262996,49280.82846918078
47,0,1,9,74678.73204141739,7812.068227701109,452.39379876994565,44524.54393927908
49,2,2,9,105843.30612547822,27660.570489113616,462.5750751921712,63173.57266430083
37,2,0,2,35998.098778738255,43264.66141413,422.60696291969293,44540.09100038938
46,1,2,6,35198.80815733193,27603.907898375284,789.1585768433627,58369.194798087294
54,4,1,6,56439.80195206033,20439.06571307276,565.1415575378078,61763.478203512306
45,1,0,8,34541.56375050843,19464.18767408416,472.2281138666327,33553.71752476979
58,4,2,4,31620.622786272656,13109.871968312307,313.4433008996251,25633.679349401864
37,1,1,1,73373.40318730177,39990.45558023958,332.5387898973281,40613.96068777771
52,1,1,3,79866.22611016873,19731.07116972706,398.2938464268162,49339.72791716145
44,1,1,2,52437.693463443014,21322.669306307973,815.9189870589655,59310.71722571926
50,1,0,7,115067.90972711224,30698.97074570401,465.0956199245679,65703.61939408626
56,2,0,5,93342.90356309639,41092.620725654764,409.80241524401725,48989.91409874633
21,4,1,9,37018.73505164943,39705.172710794206,586.076019811474,49409.0621391803
52,1,1,4,116022.86626995822,19186.750407558826,405.7714453372337,53391.39746634968
58,1,0,3,85502.2221745082,36562.57048285796,823.2685776279563,69365.6509914553
51,0,2,9,43262.23252423984,45034.22978985262,399.5658374443825,29532.441133057044
37,2,2,7,37939.56624852179,49515.00129948167,840.3966268362964,72248.38264775026
36,3,2,1,40518.06303377076,29479.61792980741,460.8449206665533,53071.41492993725
53,0,1,1,76158.7063254625,24248.624046009165,401.1433718466162,56385.267222642804
58,3,1,3,73509.01693667442,8910.52325247792,672.8458579283106,64807.25147838084
26,1,0,3,108512.3056983522,48790.60762585615,408.77952776504367,58442.57496209953
54,4,1,1,43953.660381914706,11013.602278311755,798.8479948242322,57646.48212387318
49,3,2,1,53107.36800172257,3734.0764375628764,739.4347030393895,53094.36074208298
31,3,1,2,100092.45654305952,37372.95882169571,837.050864730268,85772.82066186228
54,3,2,2,73797.66514033146,39064.93194759917,585.60701653568,62804.3434128114
30,4,0,3,86222.48635901134,47316.41422378026,807.9233836815346,86767.02485243214
23,0,0,3,67174.91422505479,47639.059939499355,625.300475715188,66832.57520231778
44,2,0,9,67494.60745159836,39383.70047164345,801.1798930312237,63429.92843051493
51,4,0,1,118035.33121206934,25843.80199390258,807.1422591738055,78374.11594264045
39,0,0,5,114342.30951408579,18751.42212723953,694.0901210925408,72342.74441875654
50,1,1,2,90069.90350146462,1581.7750664489663,822.3151799918314,76736.1829074859
23,0,2,5,53592.178039745435,21410.840524256895,514.2022975513742,43819.73582193447
57,3,2,5,101127.30786592531,34117.460733118365,686.4026397177754,75797.03482822306
20,0,2,3,79520.38809117253,41213.42281307976,368.57216408964325,49897.03643518634
22,0,1,2,86795.45225204629,22259.26027947758,427.3831073246192,48579.4637073898
56,1,2,8,84952.82090163231,45030.57378890623,506.6430967383699,55647.565731598974
41,1,2,2,33160.218751831395,6689.004593864663,637.7580733139753,39152.717246124084
36,0,1,2,45010.19028780037,10673.038015955692,775.1506060636634,61227.20422686285
33,4,2,2,65573.02649658945,4534.840086452263,598.3405138381521,54819.3541816414
54,1,1,6,35595.32099278304,37174.7778599234,522.495269816571,45482.4569551144
32,3,2,3,92804.65476006607,6633.362474957816,639.8901740384229,69684.56083078393
54,4,0,5,50042.134713117,36074.1327880182,841.5813551738787,71875.06512606025
21,0,0,3,114051.5626482732,40417.3103133733,355.7772191283356,56595.44896822234
32,3,1,7,109773.98924164391,49665.16059279107,833.393439756472,81374.43856486972
35,3,1,3,84754.8034760301,46532.97579068723,553.384103852304,62698.14955479802
37,4,1,1,50621.161328456335,33636.735832023434,692.0381611209569,63876.13404415013
26,0,1,8,87571.6632155306,3751.1492550334174,336.44053379979994,48238.855706648144
55,3,0,3,43545.64692461325,5402.68645598354,485.8603754597825,39845.09001418817
49,1,0,1,71599.54628288791,28600.629470048025,745.4840929364581,55126.698958569425
26,1,0,3,57569.85883216052,28991.810228502967,306.5688566167966,45325.2762380805
34,4,1,5,59566.01514341233,13598.243007603845,576.0669479410084,54988.29901616774
59,1,0,5,55914.557426940475,6385.020547091597,621.8969223036452,45278.67875666435
38,2,0,9,54822.12823352087,5589.02183297437,827.4669879539026,56857.12125981508
56,0,1,3,74469.10686091486,19990.363627857714,441.8012693574028,49912.23227049036
21,3,1,7,61491.97067834685,30571.491630221222,658.4406228058989,59417.51519738225
32,3,2,4,52537.9617977471,2739.9407781054147,655.065594750256,53420.26682554976
59,4,0,3,50237.79187613298,28331.559423857514,705.539277540973,62308.91293561361
50,4,1,2,100540.01303746479,26968.14952473352,447.9386158893311,68811.413559154
35,3,0,2,39792.062781547684,45382.93850602427,480.3747436039256,42912.44487268057
25,1,0,7,64067.81864326958,2591.105893126066,333.5433785889122,37269.84596441339
47,4,0,3,98438.14637913411,22643.350214761096,587.115278862713,77137.27420035258
51,2,0,8,46667.59990749368,24799.459831020195,348.7129886374995,33865.66379534095
29,4,1,7,60815.62973922592,40547.657781588816,799.936268310696,64223.59024943063
37,1,2,5,31974.848784440313,6752.944101390739,513.7656275537139,45539.284493489075
23,0,0,7,98254.31755741997,3119.8587697458256,497.2959581887533,58624.34536630258
28,2,2,1,100622.06062307645,44777.82522082571,845.4360661786388,83583.34478595034
26,4,0,8,79948.48447397444,35811.65105082546,396.2108159017718,60565.847082180335
27,0,2,3,87695.89829437873,6280.192238272168,486.420645767535,57575.52477268783
26,0,1,7,49086.00801875438,19393.88189324981,413.8350514740049,41865.048741067534
59,3,0,4,90171.37207853988,5870.823080374329,817.979163281267,79543.34809316587
22,1,0,2,105693.34298342526,34170.84528568672,740.3493149453743,86206.07019966785
36,3,2,4,47090.027220728545,47639.72290798834,667.7568427104343,59578.16502483122
21,1,1,7,97838.97926085886,47548.48503570759,729.2208849925987,78662.16319161312
34,0,0,2,89317.53916446812,8688.217737479212,686.2286466729563,63634.34966675877
48,4,2,5,68381.5981319966,22767.1442187202,477.7530131980511,44342.27143730353
41,1,1,6,30142.318836833885,8679.896550337024,574.5289026386781,45276.11320688683
23,1,1,5,104200.39545694129,39805.2066336981,627.3877944656344,67298.72570810757
25,0,2,7,60995.92295060408,15948.114461037932,463.97900696314366,41197.54704730176
57,2,1,6,35368.579115217704,33781.915948783724,359.62290679120065,32602.022771718977
45,0,0,5,97474.42146679533,30196.690827841434,515.2361182910643,56013.25391568808
30,0,1,9,112265.65057048672,39093.25335479754,365.4949269552339,58441.70031759606
45,1,1,3,62675.69473523776,6102.028796042492,326.2036511973957,34655.019693488546
36,0,0,1,81422.18619700862,37729.513041242884,712.373976472132,58299.3280843184
43,3,0,3,67747.91820887584,28139.786680843714,624.0498685370746,64947.201392240015
47,0,1,8,57935.00355043863,49789.19420581628,679.816182571233,58232.31453482818
54,4,2,5,106150.40228487081,28730.529128806545,603.0338994578335,70081.54212481332
50,0,0,6,37075.82145894817,21575.600120789626,662.3892276650813,42355.188326522635
32,0,0,8,49114.46512592374,37186.46436372199,517.0379005137034,44868.615619037446
54,4,2,6,45382.94671605126,22342.272523091277,534.5149683706695,40859.43346967008
35,2,0,5,111948.68762738197,24401.260019280882,549.3620978376345,67793.61735526148
34,2,2,1,101890.38553260254,47576.332516801376,844.8110528323464,88227.52255351844
37,2,0,5,97612.04359907855,32124.710427105278,301.84939354465223,50713.769490905004
56,3,1,8,118166.73771786077,10147.073723227853,605.237142597924,70196.99722902622
46,4,1,5,43262.64377079484,14643.64488027528,332.6151855908127,38426.45316044657
54,3,2,6,70529.46953583522,10889.697764224364,696.441483651654,55337.81873499759
54,3,1,6,97405.37006502578,46114.351507258856,730.9710805136476,73884.14489044389
47,3,2,3,92243.20493910667,21461.414997244952,771.5674154621518,79556.9789426944
58,4,1,7,45595.66010070413,38817.71390135835,391.1050188788614,41446.22289849456
57,1,2,9,97105.37538129649,42533.55864243296,515.8474577286563,66908.59164088541
28,1,2,2,70107.9339842319,26237.127578671574,797.6046105352409,71233.74617250568
31,2,1,3,104975.78862651114,27428.78751195484,432.7961338484078,60210.21684928623
34,3,0,6,44029.0911909144,22978.635332175363,661.0219801309945,51906.470352597884
40,2,0,5,89304.1391361174,13205.857451329026,596.669340547632,56841.45932659206
54,3,2,5,36385.71299933788,13561.570727249027,809.475305054804,61693.669987491885
52,2,2,2,43837.45550610206,42383.04582831402,844.7761023698388,67905.8614659955
38,0,1,7,76613.00381050498,21357.295063768895,639.3762689366908,61664.150089993265
42,4,1,4,49148.45624391479,34742.01622749633,782.1719511801284,70912.79586991199
32,3,1,9,78139.86967259785,43127.77133408871,644.6036509231558,73682.22469437258
20,3,2,1,93728.15194583946,7564.483005826068,737.8785746652696,78807.50995021453
48,3,1,5,88252.56126525927,46268.5203960062,560.328403326941,71336.29342350949
43,4,1,7,100998.95498332247,41430.09085414926,768.60858142588,89600.20982412645
35,0,1,5,54418.03964198186,19974.283220216374,412.72506481306385,43828.47997318073
44,1,2,1,115468.50558365666,32398.50502080841,539.5164185926224,74061.82780485024
42,4,2,3,67881.35257152046,22609.098148740744,550.6402492315212,58688.21287977252
47,0,1,9,38570.68612246217,32132.827016366486,759.1738217325883,59347.456560820574
35,2,2,1,95885.83950050955,41504.93981766732,699.3926786253598,76192.3899147379
57,3,0,7,88971.46312837853,23364.78812278989,543.7174430545488,66804.97149281799
30,3,2,9,62659.453241984666,12119.576751579614,555.9439707290725,47371.45386059636
22,1,1,4,74209.24341749612,31360.879785426314,459.0292722443181,44451.312512064294
34,2,1,3,102668.81421804464,44385.18899330014,807.2028566802949,76874.05637446945
20,0,2,4,96374.52624706615,31980.499138176532,343.6795088952042,54869.68235242758
26,2,1,4,40392.54252848935,49770.64828124287,837.7806056359065,68169.74603790334
20,2,0,9,45836.803245967916,29556.32227254702,627.5829860697854,58322.809248459
51,1,1,3,68419.64259335093,38408.014113244484,312.87051023095864,35369.66302458592
28,0,2,8,76251.43604280797,15911.006281853017,757.2795611636229,72919.10470012942
48,1,2,7,115154.48324172397,2738.4133309022773,678.8858658541598,65473.45266827587
45,0,2,1,39371.108112044356,5453.251818357056,789.3210494635678,45101.34326637422
42,4,2,5,56874.10100593119,14873.418571751661,339.5693673331832,42008.04229838821
48,4,1,5,71620.63018376369,48294.78293371864,803.5671069364091,77018.18357531769
57,3,2,1,119776.75969636421,42029.461315965025,483.0096768184753,63972.473454983156
52,1,2,1,97771.33115788059,6216.468724113106,564.3976937212171,60912.716387039654
26,4,0,7,108631.87337741816,6424.190560049647,711.2373388177236,79248.80009811504
31,2,1,3,61596.807475861395,45531.90359871697,400.2940620522228,49673.32942202019
50,2,0,1,80132.57714768086,7588.081580505255,357.6958139079845,48032.53862240949
51,4,1,1,111697.74266094688,35951.55921448953,543.9766318065718,73029.49595921766
39,1,2,1,82413.33917287513,38851.62435117777,371.9471555863839,53653.76502624897
36,3,1,3,100607.40694425094,22444.058786200974,575.1028995057094,55432.906185306536
55,2,2,2,84981.36901854358,25904.950708388325,305.0382169088328,53836.73774757015
22,3,2,2,93534.77118016791,9446.354608927926,642.7501783756893,70557.45387575089
20,2,0,8,42169.43264288948,36038.04959794953,673.3605347697641,53174.83623583015
46,0,1,2,87076.12308331998,9901.593199763212,540.7858276184779,49819.09209902191
59,4,1,8,69481.11633360185,21000.452115764398,511.7063270935631,51181.480102745656
52,1,2,8,52358.90567627704,23523.42448428867,836.6874990089154,67736.1595854261
39,2,0,9,40012.30999416684,38648.481065913795,611.3386111982263,55045.734964799216
33,4,0,7,48509.58389496141,42881.04953859122,819.1760946323487,66729.08562768664
55,3,2,5,97993.28251258588,36565.96111671846,423.7652841239369,59908.87051878174
24,1,0,3,86876.48687538874,7892.106995469368,706.1597407858252,60950.85816507587
42,1,0,4,65197.44985354174,16951.41610855719,627.8020683134296,60824.87404088549
34,4,0,3,85838.74627909243,38973.81220730614,825.6165596190679,73827.0369156239
25,4,2,6,102318.762959812,5871.554359910238,332.8698185898123,45944.837152246735
52,4,0,5,107802.90940871205,21442.800840180404,735.7945536966772,86217.31695690904
38,0,2,2,60571.42314502745,41074.13891905201,645.1717903087108,54020.562189544384
32,0,2,6,65144.75008266179,18062.405443799118,777.5568325118825,69169.2360433066
48,1,2,5,64968.97467465267,4776.424546044712,722.7811820500364,67460.71677980249
25,4,1,4,66217.88562655286,14831.317364461087,344.18866782311824,50135.03700736206
34,0,2,7,45650.07945685893,42877.259420926894,745.0414144121089,55357.91804596405
35,1,1,9,118816.50935204569,5213.379934978668,485.12672815787397,55523.41510558955
43,2,1,1,42814.92195657815,24976.210215862502,791.7446701335361,61302.78618461784
42,4,1,8,42241.7156624137,4123.767618617998,611.5297305549753,47723.261883998974
29,0,2,1,97031.84750499614,18830.413800605435,336.8240922308993,54328.45529684791
36,1,0,5,45638.242703622076,32303.41999869258,458.605986600497,43586.45946496946
49,4,1,1,46394.5887051318,48973.80338969076,834.8031515957839,71434.46944632621
29,1,1,2,66162.7618306932,36511.07522089005,707.8152516050802,69446.4486634729
38,2,0,8,114455.61879138454,49040.45842641618,722.2312651723655,83295.83571944067
48,1,1,9,45519.53415877958,23280.016008567225,782.8439815024356,59084.46017588012
21,1,1,1,109650.65404050678,32243.17800538556,573.3426202403659,63194.22203406506
55,2,1,7,111242.0553924031,27602.583900533242,382.4063446093652,56183.551564549096
38,3,2,4,31133.695842851597,15303.724411167721,667.9245744522642,48753.34554220765
26,4,1,4,50914.12302869084,33955.95644162222,597.0592867862704,50414.499681622474
45,2,0,6,68982.4305826155,45789.368757874545,825.2572369278756,67358.48727905881
34,2,0,4,51443.14811455768,36620.675211106834,324.1176410620042,40950.268293135654
57,4,1,9,41339.34196912161,26768.690039781497,814.9442065952763,69388.41238040605
22,1,2,9,71763.25966233741,45043.70345497173,659.9281670062489,63768.63789188504
57,0,1,7,56405.15848185618,43928.12520421727,765.2132679412603,70360.30550333664
35,4,0,1,38453.07637662912,38452.919833798835,774.687187988675,60947.64699457497
21,2,0,6,67652.05333957227,33868.7074181577,796.8791952716463,65028.712743334756
50,1,0,5,107028.40104921977,43882.03848575488,381.684610803193,63110.92811708884
47,3,2,5,79448.45946056045,21463.27441109521,693.8750065778033,78516.57680950366
26,1,1,8,73507.88842850158,4319.091004184195,736.9440072868565,63022.82740792155
49,0,1,5,88753.27649190584,11611.098190917708,329.45645231104726,46642.66879826364
26,1,2,3,50940.247347813696,41876.02795593865,657.9358207578829,52504.44730830274
55,0,1,2,53536.66585769472,16201.940025020232,571.6699069051142,45410.0970522919
48,3,1,4,57453.93423491923,41347.104726798265,303.2344600717491,38288.23981684758
43,3,0,5,79175.92952020603,25980.307442392554,403.06914165152585,56919.27194935104
58,1,1,7,61564.824017427556,23500.449843495826,846.7861924029704,61856.85383337793
23,4,1,4,93803.91723130457,3951.497472723549,655.9359885504925,62920.044602097296
48,4,0,9,54511.15244991498,24724.609337870635,547.667922833838,46245.443323231215
24,4,1,7,87411.97021579312,8246.1633187913,522.3388218127062,52452.353160717044
48,3,1,6,32016.278703365675,43616.860742040546,523.6880960185546,50380.90739749505
49,0,1,9,90117.19799847616,15597.76013836269,390.554427601978,54391.243337797285
48,2,2,8,87829.48210477734,15221.259057429621,345.5413508476555,47949.3400138181
45,1,2,4,104354.8832007316,19949.105445592293,609.706774653635,65776.24286467659
38,0,2,5,93014.49685037206,8033.473647125918,560.3517168677317,54046.91881570296
